Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
24,Female,USA,Houston,2.5,13,27,8.2,66.9,7,19.5,112.86,,41.88,1.9,28.4,1,2,18.4,,2,1488.54,1492,0,Q4
18,Female,USA,Houston,2.6,18,19.8,,36.3,4,10,108.44,4,14.4,1.1,22.2,6,3,57.6,21.5,2,1029.66,938,1,Q3
31,Male,USA,New York,1.1,11,33.8,13.4,46.4,10,29.9,146.17,40,,6.1,34.4,8,,46.8,19.5,2,3527.67,1848,1,Q4
34,Male,USA,Los Angeles,5.9,11,20.8,6.2,55.9,5,7,144.21,37,69.1,8.7,21,4,3,14.9,11.4,1,904.32,84,0,Q3
37,Male,USA,New York,3.3,11,19.6,6,62.5,4,15.6,153.64,33,,12.6,0,6,4,33,18.3,4,2189.86,1521,1,Q4
27,Male,USA,Houston,8.2,0,11.9,1.5,70.3,1,9,158.32,2,11.8,2.1,4.6,6,1,12.8,10.2,1,1189.56,814,0,Q3
34,Female,USA,Phoenix,7.3,20,18.5,12.7,35,1,13,75.48,15,,1.9,17.2,4,2,34.5,,3,800.65,2420,0,Q1
34,Female,USA,New York,2.1,11,24.6,4.1,64.1,,8,121.98,66,27.8,2.7,15.3,6,0,24.3,10.5,1,1136,2300,0,Q1
37,Male,USA,Houston,0.7,0,11.1,8.6,60.5,3,8,96.65,129,,3.5,0,2,3,,16,3,731.2,862,1,Q2
32,Male,USA,Houston,3.3,10,2.3,7.3,64.9,0,3,106.68,5,,3.2,11.5,6,0,11.8,9.2,3,300.99,,0,Q1
48,Male,USA,Chicago,1.3,6,,3.9,83.3,3,6.5,68.19,151,84.36,14.4,1.6,4,2,7.5,7.6,5,391.85,1260,1,Q4
,Female,USA,Houston,5.6,12,27.5,5.3,51.4,6,18.2,114.98,22,,4.9,22.5,3,1,21.8,19.8,1,1675.02,2996,0,Q4
28,Male,India,Bangalore,2.2,5,18.5,5.2,77.6,1,9,147.5,19,13.5,,9.6,7,0,3.8,2,3,1512.76,2331,1,Q3
39,Male,USA,New York,4.3,1,20.7,,65.9,5,15,211.8,1,18.3,5.9,,7,2,26,21.5,4,2811.64,1983,1,Q3
47,Male,India,Hyderabad,1.1,23,56.3,20.5,1.1,11,24,122.59,5,51,7.4,60.4,2,14,51.6,43.9,4,2840.47,4287,0,Q2
37,Male,USA,Phoenix,3.7,21,27.1,11.7,52.3,,17,93.07,18,11,2.6,26,3,3,42.2,28.6,2,1716.16,1310,0,Q1
24,Female,USA,Chicago,2.6,8,24,,76.2,0,5.2,95.54,48,11.76,,15.7,6,0,0,8.3,2,351.9,682,1,Q4
44,Female,USA,Houston,6.2,20,43.6,,29.9,4,23.4,131.28,17,80.16,3.5,43.7,5,5,26.1,30.9,2,2457.04,5139,0,Q4
28,Male,USA,Houston,0.7,3,12.4,9.9,62.6,3,9,108.45,21,58.1,5.7,16.7,7,3,21.3,13.7,,817.78,1518,0,Q3
49,Female,USA,Los Angeles,2.1,6,18.4,8.7,68.8,3,11,80.72,0,36.6,6.9,24.6,8,1,20.1,,5,736.18,2338,0,Q1
39,Female,USA,Chicago,2.1,19,41,13.5,45.2,8,17,160.21,107,20.3,1.3,41.1,4,6,38.8,27.8,,2965.46,3086,0,Q3
,Male,USA,Phoenix,1.4,0,21.6,6.1,85.5,3,7,84.55,57,35.6,7.9,4.9,9,0,10.5,4.2,3,694.69,231,1,Q3
19,Female,USA,Chicago,2.4,7,25.9,6.8,60.9,0,15.6,119.59,2,21.96,4.4,33.3,7,2,35.5,24,3,1512.99,2130,1,Q4
59,Female,USA,Phoenix,4.3,11,36.3,8.7,51.9,6,13,48.88,61,54.8,4,9,8,3,30.6,13.4,2,664.53,2558,0,Q2
27,Female,USA,Phoenix,3.6,27,39,11.2,43.2,6,14,85.39,20,50.8,2.9,27.1,5,,,,4,1101.27,,0,Q2
40,Male,USA,New York,1.8,14,31.8,11.2,59.2,9,26,196.47,68,82.68,3.8,17.8,5,2,,24.7,2,4682.59,1323,0,Q4
31,Female,USA,Los Angeles,2.7,2,20.8,2.2,57.5,3,7,97.21,8,18.9,,5.7,11,2,29.3,3.8,2,572.64,2001,0,Q3
54,Female,India,Delhi,1.2,4,7.9,6.3,70.4,1,10.4,158.11,0,10.2,5.3,29.6,9,0,35.3,17.2,1,1494.04,573,0,Q4
,Female,India,Chennai,0.9,16,23.9,7.2,73.3,3,16.9,83,4,52.08,6,38.4,7,0,0.9,25.7,5,879.72,2242,0,Q4
60,Male,USA,Phoenix,2.7,22,40.4,11.3,56.6,,17,122.68,97,29.1,1.4,22.7,3,5,15.9,28,3,1892.19,1840,0,Q1
24,Female,USA,Phoenix,5.8,12,15.8,12.4,74,0,12,83.02,112,18.7,2.3,18,7,4,9.1,23.4,3,1074.96,3928,1,Q2
21,Male,USA,Los Angeles,0.9,6,29.4,7.5,76.9,3,11,137.72,30,50.9,1.9,24.7,11,2,23.5,22,1,1512.44,1794,0,Q1
35,Female,USA,Houston,1.1,0,14.6,5.1,56.9,0,13,204.93,6,56.64,3.9,0,8,1,,14.4,2,1837.15,1231,0,Q4
39,Male,USA,New York,2.2,15,36.9,10.4,48.4,8,22.1,196.21,,61.68,9.1,37.2,3,5,35.5,21.3,3,2823.58,1824,0,Q4
46,Male,USA,Houston,2.4,7,23.8,11.7,62.7,2,14,95.9,12,58.8,,,5,2,23.2,24.3,2,1132.4,0,0,Q3
51,Female,USA,New York,3,8,37.3,13.1,40.5,8,12,113.98,19,78.2,11,14.7,4,3,31.6,19.7,3,1300.97,2147,0,Q1
31,Male,USA,New York,1.2,6,15.8,2.8,60.7,2,9,69.24,6,30.1,5,0,7,1,0,9.9,2,505.22,,0,Q2
23,Female,India,Mumbai,5.8,24,53.5,14.4,32.1,5,22,139.46,13,22.3,4.2,41.4,1,6,64.3,35.2,3,2912.23,2556,1,Q1
20,Female,USA,Phoenix,5.4,0,7.1,3.9,89.3,0,2,130.99,7,23.2,8.6,0.7,4,0,0,7,,312.16,1137,1,Q1
51,Male,USA,Houston,1.3,4,11,3.1,100,0,4,83.07,7,31,0.1,,8,0,18,10.4,1,378.71,59,1,Q1
39,Female,USA,Los Angeles,0.8,11,26.3,10.5,68.8,2,15.6,67.71,65,38.4,5,2.4,3,3,0,17.6,5,683.5,1886,0,Q4
36,Male,USA,Phoenix,1.1,3,23,4.6,77.9,6,13,99.83,6,39.2,10.4,4.7,5,,16.1,26.8,3,1368.36,1714,0,Q2
48,Female,USA,Houston,0.9,1,12.5,,88.8,2,5,275.49,28,58,6.4,10.5,10,1,25.7,0,1,1592.08,2631,0,Q3
18,Female,USA,Chicago,3.5,31,35,11.9,19,,17,76.97,18,38.5,15,25,2,6,68.1,36.8,2,1560.04,3920,0,Q1
40,Female,USA,New York,7.3,7,,5.9,79.8,3,5,69.29,22,3.7,,0,,2,25.6,5.4,4,385.49,614,1,Q3
47,Female,USA,Los Angeles,2.6,11,29.9,6.9,78.7,3,15.6,78.3,22,82.56,15.9,21.8,3,4,8.1,19.9,2,807.2,2325,0,Q4
18,Male,USA,New York,1.4,26,42.6,,10.9,13,22,167.55,20,69,1.2,37.4,5,5,,35.7,1,4041.19,2800,0,Q3
50,Female,USA,Los Angeles,0.6,11,20.7,5.4,79.8,1,9.1,108.1,4,73.92,10.7,4.9,9,0,9.9,22.1,3,710.8,2722,0,Q4
57,Female,USA,Houston,0.4,7,,1.7,68.4,1,5,147.28,,58.2,,15.7,7,0,21.7,7.5,4,681.76,3478,1,Q3
48,Female,USA,Chicago,3.3,11,20.7,2,86.4,0,3,175.24,30,53.1,16.2,3.8,8,0,19.9,19.3,3,524.03,,1,Q3
37,Male,USA,Los Angeles,2,4,12.9,8.2,52.5,6,9,123.26,8,43.7,7.9,7.3,9,1,4.9,,1,1069.99,986,0,Q1
44,Female,India,Hyderabad,2.1,15,36.9,10.4,40.6,7,16.9,123.09,3,4.44,6.7,41,9,1,57.1,29.7,2,1904.81,2337,1,Q4
49,Female,USA,Phoenix,1.5,19,27.1,9,34.5,7,14,116.74,47,33.3,0.1,33.9,4,4,,25.3,1,1743.96,3117,0,Q3
34,Male,USA,Chicago,3.3,8,14.3,3.9,82.4,0,4,87.83,2,25.9,5.8,7.8,6,0,29,0,4,379.59,1227,1,Q3
40,Male,USA,Los Angeles,6.4,8,34.1,7.2,41.4,4,8,136.5,30,42.3,,,1,2,33.3,11.5,4,1047.85,1222,0,Q2
23,Male,USA,Los Angeles,3.5,6,13.9,3.9,73.9,1,4,61.64,16,24.3,4.3,2.9,9,0,0,6.3,3,260.09,268,1,Q1
21,Male,USA,Houston,2.4,3,5.2,2.7,78.5,1,7,78.11,16,11.8,7.6,29.3,13,0,1.9,13.1,3,499.05,,1,Q2
56,Male,USA,New York,2.4,14,33.7,7.9,63.8,3,11,79.26,,46.1,18.5,2.3,5,2,34.6,27.4,4,856.2,0,1,Q1
53,Female,USA,Houston,0.2,7,21.1,9.3,62.3,3,12,127.45,23,25,12.8,32,3,3,,15.3,2,1467.48,4272,0,Q2
31,Female,USA,New York,3.5,21,45.2,15.7,24,9,20,138.27,5,62.2,4.9,65.1,2,4,,34,,2855.61,2860,0,Q3
48,Male,USA,Los Angeles,3.2,19,31,8.4,73.1,3,15,159.34,31,24.5,15,16.9,3,4,25.7,22.1,2,2828.76,492,0,Q2
29,Male,USA,Los Angeles,3.9,1,17.1,7.9,67.3,7,16.9,128.85,60,,12.9,9.7,7,2,41.8,21.5,3,1386.82,2251,0,Q4
41,Female,USA,Houston,1.6,13,21.5,7.8,67.4,5,11,185.37,31,52.2,5.6,9.3,6,,20,6.4,2,1787.88,865,0,Q2
29,Male,USA,Chicago,1.1,5,19,8,63.3,4,7.8,119.47,5,32.64,5.8,25.3,9,2,0,16.4,3,737.77,0,0,Q4
36,Female,USA,New York,3,13,33.9,14.2,65.9,6,15,214.16,11,28.9,6.2,27.1,6,5,44.7,13.2,2,3475.81,1654,1,Q2
35,Female,USA,Houston,3.5,0,27,11.2,63.8,6,15.6,201.49,15,36.96,8.1,0,11,3,,,3,2088.51,1010,1,Q4
34,Male,USA,Phoenix,7.1,9,38.6,,33.8,5,23.4,127.73,12,12.72,3.7,44.9,5,6,74.4,26.8,1,2467.58,3325,0,Q4
21,Male,USA,Los Angeles,1.5,20,41.4,9.6,52.4,3,14,128.9,35,20.6,15.2,13.2,4,2,34,21.6,2,1684.58,,1,Q2
18,Other,USA,Los Angeles,6.1,29,30.5,9.1,41.7,6,17,74.47,3,51.1,19.8,3.2,4,5,39,28,5,1349.4,2822,0,Q1
40,Male,USA,Chicago,1.4,11,31.6,5.4,55.8,7,10,97.44,77,26,8.7,16.4,4,3,41.5,16.4,4,964.74,1530,0,Q1
42,Male,USA,New York,4.2,7,12.9,3.4,97.8,1,6,115.85,21,67.1,2.3,0,6,1,10.3,1.2,2,732.25,713,1,Q3
49,Female,USA,Los Angeles,3.1,12,8.9,5.5,61.2,3,12,110.3,47,23.6,10.7,10.1,4,0,10.5,,3,1072.44,,0,Q1
39,Male,USA,Houston,4.8,4,9.8,3.1,85,1,10.4,87.63,23,63,0.3,7.4,8,,,2.1,1,744.89,1050,1,Q4
35,Male,USA,Chicago,2.2,3,21.5,5.5,70.4,6,7,76.82,,61.7,0.7,18,5,,28.8,14.4,1,561.77,,0,Q3
49,Male,USA,New York,5.2,5,26,10,58.3,1,11,178.96,14,77.7,13.1,22.4,4,2,25.8,13.3,3,1644.72,3573,0,Q2
42,Female,USA,Houston,1.4,21,36.1,10.1,30.1,0,17,71.31,13,,15.4,20.7,4,1,47.2,25,1,1336.26,2020,0,Q2
32,Male,USA,New York,3.7,9,31.6,8.6,52.9,3,11.7,138.73,24,76.8,2,22.9,3,4,5.1,,5,1423.85,2218,0,Q4
49,Male,USA,New York,1,18,38.2,10.7,44.3,10,19.5,187.75,57,29.52,1.1,39.7,6,6,49.3,25.9,3,3077.38,1861,1,Q4
45,Female,India,Mumbai,1.7,1,33.1,6.8,54.7,1,13,154.33,38,64.9,4.2,36.8,9,0,5.7,15.5,1,2097.09,2525,1,Q3
20,Female,USA,Phoenix,2.3,0,20.6,7.6,60.1,1,6.5,138.84,7,57.72,15.8,17.6,4,,40.7,7.4,2,635.04,2424,0,Q4
,Male,USA,Los Angeles,3.4,8,33,8.5,44.9,5,16.9,93.85,87,64.32,2.6,35.5,10,5,49.7,18.4,2,1358.27,2489,1,Q4
37,Female,India,Delhi,2.9,21,47.2,10.9,34.8,7,14,120.75,22,44.9,6.2,26.9,4,4,38.3,,4,1588.65,3155,0,Q2
29,Female,USA,Chicago,2.8,0,17.8,7.7,68.8,0,6,139.17,6,76.5,3.8,12,7,1,20.8,15.2,2,722.57,,0,Q2
41,Male,USA,Los Angeles,2.1,3,25.4,10.1,126.0471515,2,10,105.29,90,37.6,4.3,,8,6,48.9,15.1,4,931.89,756,0,Q2
26,Female,USA,Houston,2.8,32,59.7,15,22.9,15,27,96.45,112,28.9,4.8,54.5,0,8,,39,2,2989.27,5200,0,Q3
39,Male,USA,Chicago,1.5,1,21.9,5.6,68.9,0,10.4,46.34,10,99.36,18.1,9.6,8,1,47.8,,3,433.34,2325,0,Q4
47,Male,USA,Houston,6.1,8,18.2,12.1,103.4718275,2,11,99.18,87,76.2,1.4,1,7,2,6.1,20.5,3,1220.97,2537,0,Q1
39,Female,USA,Phoenix,9.4,10,14,5.5,58.7,5,16.9,127.72,14,80.16,2,19.5,7,1,19.4,15.1,5,1885.76,670,1,Q4
41,Male,USA,Chicago,0.5,12,28,12.5,51.2,8,12,71.79,103,17.6,5.3,3.7,2,2,54.9,19.1,1,939.76,3797,0,Q3
57,Female,USA,Houston,1.3,23,39.4,14.1,46.8,4,16,122.31,70,,3.9,53.3,4,2,46.3,36.6,3,2021.44,,0,Q2
22,Male,USA,Chicago,10,9,11.1,5,58.8,4,9,159.92,24,,2.6,22.2,3,2,27,13.9,1,1645.65,2178,0,Q3
42,Female,USA,Los Angeles,5.2,30,56,18.1,28.3,14,28.6,155.2,124,6.84,3.6,48.3,1,10,74.9,42.3,2,2762.14,4797,0,Q4
27,Male,USA,Chicago,1.6,24,43.9,15.6,31.1,9,27.3,170.73,26,77.28,3.5,41.9,3,6,57.1,40.8,2,3262.67,3708,0,Q4
41,Female,USA,Los Angeles,4.8,17,27.7,9.4,47.2,2,11,110.13,4,,11.1,10,7,3,30.3,24.5,3,1123.72,275,0,Q3
38,Male,USA,Chicago,1.8,14,30.8,11.8,44.6,3,18,129.24,6,36.3,1.8,12.7,7,1,33.7,23.2,1,1964.66,2631,1,Q2
34,Female,USA,New York,4.6,0,15.3,4.9,80.9,0,6,83.49,41,17.6,6.1,,8,0,,16.6,3,553.4,,1,Q3
19,Female,India,Hyderabad,3.3,9,22.7,6.8,47.7,2,12,61.8,13,29.1,9.7,13,12,1,16.9,14.4,1,601.51,0,1,Q3
46,Female,USA,Phoenix,2.8,2,17.9,5.6,59.8,4,7,82.79,26,62.6,10.8,11.5,5,2,11.6,2.1,5,468.56,1743,0,Q1
48,Male,USA,Houston,3.5,16,52.9,11.7,33,6,23.4,142.64,21,45.36,2.1,26.3,7,3,52.2,30.8,1,2927.79,4448,1,Q4
38,Male,USA,New York,1,14,31.8,7.6,45.4,4,17,152.34,48,90.4,,10.5,4,4,,22.8,2,2592.16,3843,0,Q2
41,Female,USA,New York,1.7,8,19.4,5.4,56,1,4,185.62,,18.7,,19.6,10,0,20.5,12.3,2,741.13,460,0,Q1
18,Male,USA,New York,3.3,1,22.7,,51.5,3,15,81.84,41,38.5,4.5,17.3,4,3,23.2,25.6,2,1112.66,1111,0,Q3
18,Male,USA,Houston,0.9,12,24.8,6,69,2,8,67.43,2,47.8,4,10.8,10,1,41,11.3,1,521.66,2627,0,Q2
36,Male,USA,Los Angeles,2.2,11,46.2,8.2,40.5,7,16,163.29,78,14.2,6.7,43.1,3,2,39.4,26.5,2,2347.12,2526,0,Q3
51,Female,USA,Los Angeles,0.8,12,14.5,7.4,75.6,4,11.7,110.51,18,18.12,2.6,27,7,1,,,2,904.07,2101,0,Q4
19,Female,USA,Houston,4.1,14,40.1,8.8,34.6,7,17,84.08,13,20.5,0.8,53.2,8,5,39.2,17.2,2,1470.73,4311,1,Q3
48,Male,USA,Houston,1.8,14,33.5,11.9,56.4,0,9,205.93,35,54.6,5.9,9.5,6,2,3.8,,2,1815.11,2014,0,Q3
32,Male,USA,New York,1.4,18,42.3,14.5,19.1,,23,158.61,1,11.4,11.9,57.8,2,4,46.6,32,2,3069.42,3721,0,Q2
22,Male,USA,Phoenix,4.9,14,20.5,11.2,62.4,2,9,78.69,57,64,1,23.9,8,5,12.8,24.4,5,770.4,621,0,Q3
23,Male,USA,Houston,1.4,0,17.1,6.7,59.6,3,9.1,199.55,64,24,8.2,23.1,7,2,16.9,8.8,2,1211.41,754,1,Q4
55,Female,India,Bangalore,0.9,0,15.4,1.9,88.6,0,4,83.66,2,47,11,,10,1,18.1,6.4,3,306.01,1106,1,Q2
19,Female,USA,Chicago,1.2,12,14.4,3.4,67.9,1,6,111.1,2,23.5,10.7,2,3,0,0,5.3,2,641.93,0,1,Q3
20,Male,USA,New York,1,21,41,15,29,9,19,83.76,45,13,6.1,53,5,5,68.9,47.9,1,1709,3196,1,Q1
42,Male,India,Mumbai,9.4,2,,5.5,84.6,0,3.9,54.88,1,38.88,,7.6,13,1,21.6,9,2,144.29,604,1,Q4
46,Female,USA,New York,0.3,10,21.8,9,85.7,1,6,105.92,32,,,0.2,6,0,13.3,10.3,3,634.15,2246,1,Q3
18,Male,USA,Los Angeles,0.6,6,15.4,6.5,70.3,2,9.1,100.28,35,80.4,10.2,37.8,10,2,2.5,11.2,2,742.33,384,0,Q4
37,Female,USA,New York,3,8,15.7,4.6,63.2,2,9,85.52,42,29.9,2.1,5.7,9,0,0,2,3,710.8,447,0,Q2
38,Female,USA,Phoenix,5.5,7,13.4,6.5,67.9,2,11,88.35,,,6.7,0,9,2,,9.8,2,1018.53,3177,0,Q2
51,Female,USA,Phoenix,4.6,14,23,9.1,63.8,4,9,103.4,6,50.3,2,18.6,6,4,41.7,23.9,1,1068.94,804,0,Q3
29,Male,USA,Chicago,3,16,36.2,13.6,33.1,5,16,65.15,26,44.2,5.3,35.9,5,7,44.4,34,3,852.47,,0,Q1
42,Female,USA,New York,1.6,19,37.8,8.8,29.5,5,15,143.27,35,50,6.7,31.5,7,6,21.6,25.9,3,1745.85,2276,0,Q1
38,Male,USA,New York,2.4,19,28.8,,53,4,13,133.96,30,65,0.1,21.3,3,5,38.1,19.1,1,1762.73,,0,Q1
35,Male,USA,Phoenix,0.9,26,44.4,14.7,30.1,10,18,155.93,25,38.1,1.9,37.3,6,15,53,37.1,1,2662.58,2881,1,Q1
49,Male,USA,New York,0.7,11,20.7,7.7,68.3,2,7,144.65,12,14.3,8.5,1.1,10,,9.6,10.7,1,894.11,1251,0,Q3
43,Female,USA,Los Angeles,3.5,22,32.6,7.9,34.2,2,15,140.64,85,28.1,4.3,38.8,4,4,6.8,17.8,2,2266.11,2831,0,Q2
28,Female,USA,Chicago,3.4,13,,10.9,60.6,6,15,46.82,30,,,26.2,4,2,30.6,17.9,3,648.09,1432,0,Q2
38,Female,USA,Houston,0.1,26,41.7,10.9,40.9,8,14,117.28,22,65.8,4.4,42.2,2,11,33,34,2,1470.49,,0,Q1
19,Other,USA,New York,3.2,5,15,5.3,59.6,0,4,158.76,6,44.1,10.6,3.7,9,,24.6,7.6,3,508.15,231,0,Q3
26,Male,USA,Los Angeles,1.9,12,18.9,8.1,58,,10,90.57,10,34,,16.7,4,2,49.3,9.6,4,964.99,1321,0,Q1
36,Male,India,Chennai,2.3,12,19.3,3,66.8,1,8,178.09,50,47.6,6.5,16,6,1,5.3,13.1,2,1329.42,1206,0,Q3
,Female,USA,Phoenix,3.3,16,22.4,7.4,55.2,2,13,192.41,55,80.9,5.1,10.6,9,3,12.2,20.5,3,2312.77,1214,1,Q1
39,Male,USA,Phoenix,0.9,11,13.9,7.7,88.1,1,6,60.18,46,34.4,19.6,13.1,8,0,0,7.9,,356.45,653,1,Q3
24,Male,USA,Los Angeles,0.9,18,35.3,9.5,53.1,9,22,72.63,44,25.4,3.2,20.9,4,,43,24.9,2,1843.62,2593,1,Q3
32,Male,USA,New York,2.7,10,30.7,8.6,72.2,3,10,100.85,43,14.3,1.6,10.8,5,1,18.8,17,3,1176.59,1610,0,Q3
59,Female,USA,Chicago,3.3,3,19.7,10.2,68.6,2,9,69.29,10,32,9,5.1,12,2,30.8,12.2,1,542.2,,0,Q1
48,Male,USA,Chicago,2,7,25.4,4.3,73.9,,6,184.34,62,75.7,16.2,8.9,7,0,,13.3,1,995.29,28,1,Q3
40,Female,USA,Chicago,8.9,9,28.2,10.5,76.9,5,14.3,141.47,10,55.32,1.7,17.1,5,6,19.7,8,5,1286.49,1690,0,Q4
44,Male,India,Chennai,2.5,6,21.5,7.3,83.9,,10,182.23,15,,5.2,0,10,0,4.6,16.2,2,2084.63,2038,1,Q2
27,Male,USA,New York,1.2,4,,3.7,69.5,2,10.4,56.27,14,98.52,5,1.7,15,1,5.1,9.3,2,521.56,619,1,Q4
,Female,USA,Los Angeles,1,17,23.2,,45,4,13,242.07,14,59.76,5.4,33.2,5,4,40,26.3,1,2543.62,2313,0,Q4
29,Female,USA,Phoenix,3.8,0,18.6,4.9,69,2,2,95.07,8,19.4,5.9,9.3,5,1,11.8,1.9,,227.61,2314,1,Q3
41,Female,India,Chennai,3.7,2,10.7,2.1,62.6,4,6,86.69,16,49,2.7,,9,,2.1,9.8,4,549.57,69,0,Q2
38,Male,USA,Phoenix,0.5,11,19.6,7.2,69.1,2,11.7,101.29,18,60.24,,13.2,7,0,8.5,23,3,1034.46,965,0,Q4
46,Female,USA,Los Angeles,0.9,9,30.1,8.3,58.5,5,14.3,147.86,80,108.6,,20.5,4,4,19,22.3,2,1915.57,1686,0,Q4
35,Male,USA,Phoenix,4.6,14,32.8,8,57.6,,14,72.64,6,24.4,3.8,14.7,8,3,27.7,19.5,5,1069.59,1334,0,Q1
27,Female,India,Chennai,0.4,18,46.9,13.8,25.7,8,23,115.43,22,,15.6,42.3,3,4,23.3,36.7,2,2404.9,2911,0,Q1
40,Female,USA,Chicago,0.8,12,28.6,7.7,59.3,1,15,79.74,55,,5.5,32,3,6,25.1,27.3,5,1142.54,2289,0,Q2
36,Female,USA,Chicago,2.1,28,38.2,12.2,29.8,12,20,123.93,6,70.7,5.4,60.8,4,5,,31.9,1,2485.05,4606,0,Q1
31,Female,USA,Chicago,3.9,4,6.9,4.6,78.7,3,5.2,74.96,39,85.68,10.2,0,7,0,18.1,7.4,2,344.15,210,1,Q4
20,Female,USA,Los Angeles,1.3,29,43.6,9.7,44.6,9,19,73.7,47,54.1,1.3,28.3,4,5,40,35,3,1600.57,,0,Q3
21,Female,USA,Los Angeles,2,6,9.3,6.6,84.7,0,13,182.39,4,21.96,3,15,5,1,7.3,,2,2085.03,2073,1,Q4
58,Female,USA,Houston,1.9,0,1.7,2.7,80.6,0,2,79.43,4,2.3,14.9,0,10,2,5.9,0.1,3,162.22,1931,1,Q2
30,Female,USA,Los Angeles,0.8,0,8.4,2.4,59.5,0,7,82.27,3,37.8,2.9,0,2,1,0,5.7,2,593.75,,0,Q2
53,Male,USA,Houston,3.5,27,40.6,10.8,29.1,10,23,101.75,24,55.1,6.7,48.6,6,5,41.4,34.8,1,1937.58,2732,1,Q3
26,Female,USA,Houston,4.9,19,37.3,11.4,39,9,13,146.12,10,22.1,1.3,13.3,5,3,20.1,16.4,2,2037.92,1639,0,Q1
39,Male,India,Delhi,0.8,4,19.4,4.7,48.3,5,11,70.12,14,37.9,16.9,11.6,8,4,21,8.3,4,859.19,,0,Q3
42,Male,USA,Phoenix,3.5,20,34.8,11.2,68.4,,24.7,79.98,5,13.68,5.6,27.4,0,,42.7,,3,1540.05,2850,0,Q4
18,Female,USA,Los Angeles,3.9,14,48.1,12.6,45.8,6,20,133.3,,58.3,10.7,49.9,3,2,38.5,41,3,3125.07,2833,0,Q3
48,Female,USA,Los Angeles,3.9,21,39.4,9.9,57.7,8,15,118.98,23,50.8,16.3,14.1,3,2,42.5,27.7,4,1466.79,1764,0,Q1
32,Female,USA,Los Angeles,0.8,3,22.1,4.1,72.5,2,9,181.75,70,29.8,0.7,19.7,4,3,20.1,18.9,3,1334.93,2187,1,Q2
30,Female,USA,Phoenix,10,13,25.7,7.1,71.4,1,10,101.04,50,63.3,4.8,1.2,5,1,0,14.1,3,1085.28,898,0,Q3
28,Female,USA,Chicago,9.1,21,32.4,13.6,32.6,6,19,96.35,107,57.9,10.3,69.3,5,3,48.4,25.9,3,1750.93,4876,0,Q3
47,Male,India,Mumbai,1.8,14,23.1,5.3,73,5,11,67.01,86,96.4,,20.8,2,3,34.8,,1,699.21,2147,0,Q1
58,Female,USA,Chicago,5.9,31,44.2,16.3,26.3,14,27,142.05,49,57,9.2,44.5,2,6,77.5,43.9,1,4513.2,2705,0,Q1
42,Female,USA,Houston,5.5,20,24.1,9.1,64.4,5,7,110.2,1,16.3,6.8,9.6,6,6,19.9,13.2,2,639.29,167,0,Q2
44,Male,India,Bangalore,0.9,10,34.3,8.3,47.7,4,14,76.85,41,38,8.3,28,4,2,55.1,21.6,1,934.15,2126,0,Q2
54,Female,USA,Chicago,8.5,1,9.2,1,69.8,,4,95.51,5,64.3,6.7,16.5,4,0,,7.9,3,336.61,0,0,Q3
30,Female,USA,Los Angeles,3,11,16.1,7.5,65.9,2,16.9,171.68,,29.04,12.8,7.8,9,4,,18.1,1,1884.72,2524,1,Q4
40,Female,USA,Chicago,4.1,18,42.6,11.3,39.9,4,14,109.69,68,29.3,8.7,27.3,4,2,35.6,39.6,2,1393.54,0,0,Q3
67,Female,India,Chennai,0.3,18,21.7,,42.9,2,15,115.81,20,,3.5,15.1,5,5,44.6,19.3,,1582.32,2051,0,Q3
55,Female,India,Delhi,1.4,23,41.9,14.4,46.1,9,21,85.96,0,57.1,17.6,31.4,4,3,58.5,37.5,2,1776.33,3277,1,Q3
63,Female,USA,Phoenix,2,4,,4.2,73.9,6,7,107.11,31,36.3,16.2,11,8,1,12.9,27.5,3,832.07,1744,0,Q1
38,Female,India,Chennai,1.9,22,35.2,14.6,64.2,,16,63.21,6,62.7,16.2,30.5,6,5,68.8,40.4,1,976.58,1114,0,Q1
48,Female,USA,Houston,3.7,17,25.6,10.2,54.5,7,27.3,187.2,30,26.28,8.8,21.4,5,5,14.3,32.3,2,4418.69,1400,0,Q4
23,Female,USA,Los Angeles,4.3,12,21.5,5.2,66.2,1,11,235.19,23,16.4,6.1,10.5,10,1,4.8,16.7,3,3082.12,190,1,Q1
21,Female,India,Mumbai,2.3,14,16.8,10.3,58.9,10,9,128.05,30,29.7,6.4,22.9,5,,13,14,3,1363.63,551,1,Q1
31,Male,USA,Chicago,3.7,9,,5.7,73.8,4,7,71.05,21,15.9,6.7,0,5,1,22,16.4,1,443.09,,0,Q3
46,Female,USA,Phoenix,4,10,12.1,4.2,72.2,,16.9,133.41,20,24,4.2,0,7,0,17.1,5.9,3,1747.81,1206,1,Q4
,Male,USA,Phoenix,1.9,15,32.4,13.1,34.5,11,16,95.84,23,12.4,14,17.3,3,,39.8,29.7,1,1797.66,,0,Q1
